rank,final_worth,category,personName,age,country,source,industry_billionaires,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,population_country,source_1,source_2,source_3
591,4600,Fashion & Retail,Hank Meijer & family,71.0,United States,Supermarkets,Fashion & Retail,United States,False,Split Family Fortune,M,2/15/1952 0:00,Meijer,Hank,1952.0,2.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Supermarkets,,
591,4600,Fashion & Retail,Mark Meijer & family,65.0,United States,Supermarkets,Fashion & Retail,United States,False,Split Family Fortune,M,10/21/1957 0:00,Meijer,Mark,1957.0,10.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Supermarkets,,
591,4600,Food & Beverage,Issad Rebrab & family,79.0,Algeria,Food,Food & Beverage,Algeria,True,D,M,1/1/1944 0:00,Rebrab,Issad,1944.0,1.0,1.0,151.36,2.0,169988236398.0,51.4,109.9,76.7,43053054.0,Food,,
591,4600,Logistics,Fred Smith,78.0,United States,FedEx,Logistics,United States,True,D,M,8/11/1944 0:00,Smith,Fred,1944.0,8.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,FedEx,,
591,4600,Finance & Investments,Barry Sternlicht,62.0,United States,Private equity,Finance & Investments,United States,True,U,M,11/27/1960 0:00,Sternlicht,Barry,1960.0,11.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Private equity,,
591,4600,Manufacturing,Maximilian Viessmann,34.0,Germany,"Heating, cooling equipment",Manufacturing,Germany,False,D,M,2/11/1989 0:00,Viessmann,Maximilian,1989.0,2.0,11.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Heating, cooling equipment,
591,4600,Food & Beverage,Russ Weiner,52.0,United States,Energy drinks,Food & Beverage,United States,True,U,M,5/5/1970 0:00,Weiner,Russ,1970.0,5.0,5.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Energy drinks,,
591,4600,Healthcare,Xue Min,66.0,China,Healthcare,Healthcare,China,True,N,M,1/1/1957 0:00,Xue,Min,1957.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Healthcare,,
611,4500,Food & Beverage,Juan Domingo Beckmann Legorreta & family,55.0,Mexico,Tequila,Food & Beverage,Mexico,False,U,M,7/1/1967 0:00,Beckmann Legorreta,Juan Domingo,1967.0,7.0,1.0,141.54,3.6,1258286717125.0,40.2,105.8,75.0,126014024.0,Tequila,,
611,4500,Technology,Dietmar Hopp & family,82.0,Germany,Software,Technology,Germany,True,D,M,4/26/1940 0:00,Hopp,Dietmar,1940.0,4.0,26.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Software,,
611,4500,Technology,Jiang Bin,56.0,China,Acoustic components,Technology,China,True,D,M,9/16/1966 0:00,Jiang,Bin,1966.0,9.0,16.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Acoustic components,,
611,4500,Technology,Joseph Liemandt,54.0,United States,Software,Technology,United States,True,U,M,8/5/1968 0:00,Liemandt,Joseph,1968.0,8.0,5.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Software,,
611,4500,Food & Beverage,Theo Mueller,83.0,Switzerland,Dairy,Food & Beverage,Germany,False,D,M,1/30/1940 0:00,Mueller,Theo,1940.0,1.0,30.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,8574832.0,Dairy,,
611,4500,Technology,N.R. Narayana Murthy,76.0,India,Software services,Technology,India,True,U,M,8/20/1946 0:00,Murthy,N.R. Narayana,1946.0,8.0,20.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Software services,,
611,4500,Fashion & Retail,Odd Reitan & family,71.0,Norway,"Retail, real estate",Fashion & Retail,Norway,False,D,M,9/11/1951 0:00,Reitan,Odd,1951.0,9.0,11.0,120.27,2.2,403336363636.0,82.0,100.3,82.8,5347896.0,Retail, real estate,
611,4500,Finance & Investments,Marc Rowan,60.0,United States,Private equity,Finance & Investments,United States,True,D,M,8/19/1962 0:00,Rowan,Marc,1962.0,8.0,19.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Private equity,,
611,4500,Real Estate,Hussain Sajwani,70.0,United Arab Emirates,Real estate,Real Estate,United Arab Emirates,True,U,M,3/1/1953 0:00,Sajwani,Hussain,1953.0,3.0,1.0,114.52,-1.9,421142267938.0,36.8,108.4,77.8,9770529.0,Real estate,,
611,4500,Finance & Investments,David Velez & family,41.0,Brazil,Fintech,Finance & Investments,Colombia,True,D,M,10/2/1981 0:00,Velez,David,1981.0,10.0,2.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,212559417.0,Fintech,,
611,4500,Manufacturing,Xu Jinfu,59.0,China,Chemicals,Manufacturing,China,True,D,M,1/1/1964 0:00,Xu,Jinfu,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Chemicals,,
611,4500,Diversified,Samuel Yin,72.0,Taiwan,Retail,Diversified,Taiwan,False,D,M,8/16/1950 0:00,Yin,Samuel,1950.0,8.0,16.0,,,,,,,,Retail,,
611,4500,Manufacturing,You Xiaoping & family,65.0,China,"Chemicals, spandex",Manufacturing,China,True,D,M,1/21/1958 0:00,You,Xiaoping,1958.0,1.0,21.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Chemicals, spandex,
624,4400,Healthcare,Stéphane Bancel,50.0,United States,"Biotech, vaccines",Healthcare,France,True,D,M,7/20/1972 0:00,Bancel,Stéphane,1972.0,7.0,20.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Biotech, vaccines,
624,4400,Technology,Margot Birmingham Perot,89.0,United States,"Computer services, real estate",Technology,United States,False,U,F,11/15/1933 0:00,Birmingham Perot,Margot,1933.0,11.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Computer services, real estate,
624,4400,Manufacturing,Neal Blue & family,88.0,United States,Defense,Manufacturing,United States,True,U,M,4/4/1935 0:00,Blue,Neal,1935.0,4.0,4.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Defense,,
624,4400,Service,Jim Davis,63.0,United States,Staffing & recruiting,Service,United States,True,U,M,3/13/1960 0:00,Davis,Jim,1960.0,3.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Staffing & recruiting,,
624,4400,Construction & Engineering,Rafael Del Pino,64.0,Spain,Construction,Construction & Engineering,Spain,False,U,M,7/18/1958 0:00,Del Pino,Rafael,1958.0,7.0,18.0,110.96,0.7,1394116310769.0,88.9,102.7,83.3,47076781.0,Construction,,
624,4400,Healthcare,Peter Grogg,81.0,Switzerland,Biochemicals,Healthcare,Switzerland,True,D,M,1/10/1942 0:00,Grogg,Peter,1942.0,1.0,10.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,8574832.0,Biochemicals,,
624,4400,Fashion & Retail,Christian Haub,58.0,Germany,Retail,Fashion & Retail,Germany,False,E,M,7/22/1964 0:00,Haub,Christian,1964.0,7.0,22.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Retail,,
624,4400,Real Estate,Mangal Prabhat Lodha,67.0,India,Real estate,Real Estate,India,True,D,M,12/1/1955 0:00,Lodha,Mangal Prabhat,1955.0,12.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Real estate,,
624,4400,Sports,Jeffrey Lurie & family,71.0,United States,Philadelphia Eagles,Sports,United States,False,U,M,9/8/1951 0:00,Lurie,Jeffrey,1951.0,9.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Philadelphia Eagles,,
624,4400,Finance & Investments,Joe Mansueto,66.0,United States,Investment research,Finance & Investments,United States,True,D,M,9/3/1956 0:00,Mansueto,Joe,1956.0,9.0,3.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Investment research,,
624,4400,Manufacturing,Qian Dongqi & family,65.0,China,Home-cleaning robots,Manufacturing,China,True,D,M,1/1/1958 0:00,Qian,Dongqi,1958.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Home-cleaning robots,,
624,4400,Metals & Mining,Mikhail Shelkov,54.0,Russia,Titanium,Metals & Mining,Russia,True,U,M,5/30/1968 0:00,Shelkov,Mikhail,1968.0,5.0,30.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,144373535.0,Titanium,,
636,4300,Telecom,Patrick Drahi,59.0,Switzerland,Telecom,Telecom,France,True,D,M,8/20/1963 0:00,Drahi,Patrick,1963.0,8.0,20.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,8574832.0,Telecom,,
636,4300,Finance & Investments,Behdad Eghbali,46.0,United States,Private equity,Finance & Investments,United States,True,U,M,5/6/1976 0:00,Eghbali,Behdad,1976.0,5.0,6.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Private equity,,
636,4300,Finance & Investments,Juan Carlos Escotet,63.0,Spain,Banking,Finance & Investments,Venezuela,True,U,M,7/23/1959 0:00,Escotet,Juan Carlos,1959.0,7.0,23.0,110.96,0.7,1394116310769.0,88.9,102.7,83.3,47076781.0,Banking,,
636,4300,Finance & Investments,Jose E. Feliciano,49.0,United States,Private equity,Finance & Investments,United States,True,U,M,5/29/1973 0:00,Feliciano,Jose E.,1973.0,5.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Private equity,,
636,4300,Healthcare,Hu Kaijun,61.0,China,Pharmaceuticals,Healthcare,China,True,U,M,1/1/1962 0:00,Hu,Kaijun,1962.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Pharmaceuticals,,
636,4300,Logistics,Johnelle Hunt,91.0,United States,Trucking,Logistics,United States,True,D,F,1/4/1932 0:00,Hunt,Johnelle,1932.0,1.0,4.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Trucking,,
636,4300,Food & Beverage,Marian Ilitch,90.0,United States,Little Caesars Pizza,Food & Beverage,United States,True,D,F,1/7/1933 0:00,Ilitch,Marian,1933.0,1.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Little Caesars Pizza,,
636,4300,Diversified,Daryl Katz,61.0,Canada,Pharmacies,Diversified,Canada,True,D,M,9/1/1961 0:00,Katz,Daryl,1961.0,9.0,1.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,36991981.0,Pharmacies,,
636,4300,Metals & Mining,Andrei Kozitsyn,62.0,Russia,Metals,Metals & Mining,Russia,True,U,M,6/9/1960 0:00,Kozitsyn,Andrei,1960.0,6.0,9.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,144373535.0,Metals,,
636,4300,Finance & Investments,Timur Kulibaev,56.0,Kazakhstan,Banking,Finance & Investments,Kazakhstan,True,U,M,9/10/1966 0:00,Kulibaev,Timur,1966.0,9.0,10.0,182.75,5.2,180161741180.0,61.7,104.4,73.2,18513930.0,Banking,,
636,4300,Finance & Investments,Dinara Kulibaeva,55.0,Kazakhstan,Banking,Finance & Investments,Kazakhstan,False,U,F,8/19/1967 0:00,Kulibaeva,Dinara,1967.0,8.0,19.0,182.75,5.2,180161741180.0,61.7,104.4,73.2,18513930.0,Banking,,
636,4300,Real Estate,Ian Livingstone,60.0,,Real estate,Real Estate,United Kingdom,True,Split Family Fortune,M,5/22/1962 0:00,Livingstone,Ian,1962.0,5.0,22.0,,,,,,,,Real estate,,
636,4300,Real Estate,Richard Livingstone,58.0,,Real estate,Real Estate,United Kingdom,True,Split Family Fortune,M,11/29/1964 0:00,Livingstone,Richard,1964.0,11.0,29.0,,,,,,,,Real estate,,
636,4300,Food & Beverage,Gwendolyn Sontheim Meyer,61.0,United States,Cargill,Food & Beverage,United States,False,D,F,10/27/1961 0:00,Meyer,Gwendolyn Sontheim,1961.0,10.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Cargill,,
636,4300,Real Estate,Jay Paul,75.0,United States,Real estate,Real Estate,United States,True,U,M,7/8/1947 0:00,Paul,Jay,1947.0,7.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Real estate,,
636,4300,Diversified,Pham Nhat Vuong,54.0,Vietnam,Diversified,Diversified,Vietnam,True,D,M,8/5/1968 0:00,Pham,Nhat Vuong,1968.0,8.0,5.0,163.52,2.8,261921244843.0,28.5,110.6,75.3,96462106.0,Diversified,,
636,4300,Healthcare,Jon Stryker,64.0,United States,Medical equipment,Healthcare,United States,False,U,M,5/3/1958 0:00,Stryker,Jon,1958.0,5.0,3.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Medical equipment,,
636,4300,Finance & Investments,Daniel Tsai,66.0,Taiwan,Finance,Finance & Investments,Taiwan,False,D,M,4/25/1956 0:00,Tsai,Daniel,1956.0,4.0,25.0,,,,,,,,Finance,,
636,4300,Finance & Investments,Richard Tsai,65.0,Taiwan,Finance,Finance & Investments,Taiwan,False,D,M,6/2/1957 0:00,Tsai,Richard,1957.0,6.0,2.0,,,,,,,,Finance,,
636,4300,Technology,Frank Wang,42.0,China,Drones,Technology,China,True,D,M,10/30/1980 0:00,Wang,Frank,1980.0,10.0,30.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Drones,,
636,4300,Manufacturing,Wang Junshi & family,74.0,China,Solar inverters,Manufacturing,China,True,D,M,1/1/1949 0:00,Wang,Junshi,1949.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Solar inverters,,
636,4300,Technology,Wang Wenjing,58.0,China,Business software,Technology,China,True,D,M,12/5/1964 0:00,Wang,Wenjing,1964.0,12.0,5.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Business software,,
636,4300,Finance & Investments,Herbert Wertheim,83.0,United States,Investments,Finance & Investments,United States,True,U,M,5/23/1939 0:00,Wertheim,Herbert,1939.0,5.0,23.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Investments,,
659,4200,Service,Shari Arison,65.0,Israel,Carnival Cruises,Service,Israel,False,D,F,9/9/1957 0:00,Arison,Shari,1957.0,9.0,9.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,9053300.0,Carnival Cruises,,
659,4200,Finance & Investments,Pyotr Aven,68.0,Latvia,"Oil, banking, telecom",Finance & Investments,Russia,True,D,M,3/16/1955 0:00,Aven,Pyotr,1955.0,3.0,16.0,116.86,2.8,34117202555.0,88.1,99.4,74.7,1912789.0,Oil, banking, telecom
659,4200,Real Estate,Chan Laiwa & family,82.0,China,Real estate,Real Estate,China,True,D,F,1/1/1941 0:00,Chan,Laiwa,1941.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Real estate,,
659,4200,Real Estate,Chen Hua,57.0,China,Real estate,Real Estate,China,True,U,M,1/1/1966 0:00,Chen,Hua,1966.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Real estate,,
659,4200,Finance & Investments,Thomas Hagen,87.0,United States,Insurance,Finance & Investments,United States,False,U,M,1/1/1936 0:00,Hagen,Thomas,1936.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Insurance,,
659,4200,Finance & Investments,"Rupert Johnson, Jr.",82.0,United States,Franklin Templeton,Finance & Investments,United States,False,D,M,8/10/1940 0:00,Johnson,Rupert,1940.0,8.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Franklin Templeton,,
659,4200,Energy,Dewi Kam,72.0,Indonesia,Coal,Energy,Indonesia,True,N,F,7/23/1950 0:00,Kam,Dewi,1950.0,7.0,23.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,270203917.0,Coal,,
659,4200,Technology,Min Kao & family,74.0,United States,Navigation equipment,Technology,United States,True,D,M,1/10/1949 0:00,Kao,Min,1949.0,1.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Navigation equipment,,
659,4200,Finance & Investments,Marc Ladreit de Lacharriere,82.0,France,Finance,Finance & Investments,France,True,U,M,11/6/1940 0:00,Ladreit de Lacharriere,Marc,1940.0,11.0,6.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,67059887.0,Finance,,
659,4200,Technology,Eric Lefkofsky,53.0,United States,"Groupon, investments",Technology,United States,True,U,M,9/2/1969 0:00,Lefkofsky,Eric,1969.0,9.0,2.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Groupon, investments,
659,4200,Technology,Lin Bin,55.0,China,Smartphones,Technology,United States,True,D,M,2/1/1968 0:00,Lin,Bin,1968.0,2.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Smartphones,,
659,4200,Finance & Investments,Lin Li,59.0,China,Investments,Finance & Investments,China,True,D,M,5/1/1963 0:00,Lin,Li,1963.0,5.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Investments,,
659,4200,Technology,Michael Moritz,68.0,United States,Venture capital,Technology,United States,True,D,M,9/12/1954 0:00,Moritz,Michael,1954.0,9.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Venture capital,,
659,4200,Service,Jean (Gigi) Pritzker,60.0,United States,"Hotels, investments",Service,United States,False,U,F,7/1/1962 0:00,Pritzker,Jean (Gigi),1962.0,7.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Hotels, investments,
659,4200,Automotive,E. Joe Shoen,73.0,United States,U-Haul,Automotive,United States,False,U,M,10/28/1949 0:00,Shoen,E. Joe,1949.0,10.0,28.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,U-Haul,,
659,4200,Technology,Jeff Skoll,58.0,United States,EBay,Technology,United States,True,D,M,1/16/1965 0:00,Skoll,Jeff,1965.0,1.0,16.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,EBay,,
659,4200,Food & Beverage,Lynsi Snyder,40.0,United States,In-N-Out Burger,Food & Beverage,United States,False,E,F,5/5/1982 0:00,Snyder,Lynsi,1982.0,5.0,5.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,In-N-Out Burger,,
659,4200,Fashion & Retail,Djoko Susanto,73.0,Indonesia,Supermarkets,Fashion & Retail,Indonesia,True,U,M,2/9/1950 0:00,Susanto,Djoko,1950.0,2.0,9.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,270203917.0,Supermarkets,,
659,4200,Diversified,Tahir & family,71.0,Indonesia,Diversified,Diversified,Indonesia,True,U,M,3/26/1952 0:00,Tahir,,1952.0,3.0,26.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,270203917.0,Diversified,,
659,4200,Finance & Investments,Peter Thiel,55.0,United States,"Facebook, investments",Finance & Investments,United States,True,D,M,10/11/1967 0:00,Thiel,Peter,1967.0,10.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Facebook, investments,
679,4100,Food & Beverage,Andrej Babis,68.0,Czech Republic,Agriculture,Food & Beverage,Czech Republic,True,D,M,9/2/1954 0:00,Babis,Andrej,1954.0,9.0,2.0,116.48,2.8,246489245495.0,64.1,100.7,79.0,10669709.0,Agriculture,,
679,4100,Service,Danielle Bellon & family,83.0,France,Food services,Service,France,False,U,F,2/8/1940 0:00,Bellon,Danielle,1940.0,2.0,8.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,67059887.0,Food services,,
679,4100,Media & Entertainment,Hubert Burda,83.0,Germany,Publishing,Media & Entertainment,Germany,False,U,M,2/9/1940 0:00,Burda,Hubert,1940.0,2.0,9.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Publishing,,
679,4100,Food & Beverage,Nick Caporella,87.0,United States,Beverages,Food & Beverage,United States,True,U,M,1/15/1936 0:00,Caporella,Nick,1936.0,1.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Beverages,,
679,4100,Energy,John Catsimatidis,74.0,United States,"Oil, real estate",Energy,United States,True,U,M,9/7/1948 0:00,Catsimatidis,John,1948.0,9.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Oil, real estate,
679,4100,Technology,Scott Cook,70.0,United States,Software,Technology,United States,True,D,M,7/26/1952 0:00,Cook,Scott,1952.0,7.0,26.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Software,,
679,4100,Food & Beverage,Luca Garavoglia,54.0,Italy,Spirits,Food & Beverage,Italy,False,U,M,2/27/1969 0:00,Garavoglia,Luca,1969.0,2.0,27.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,60297396.0,Spirits,,
679,4100,Manufacturing,Antti Herlin,66.0,Finland,"Elevators, escalators",Manufacturing,Finland,False,D,M,11/14/1956 0:00,Herlin,Antti,1956.0,11.0,14.0,112.33,1.0,268761201365.0,88.2,100.2,81.7,5520314.0,Elevators, escalators,
679,4100,Manufacturing,Hong Jie,55.0,China,Paint,Manufacturing,China,True,U,M,10/1/1967 0:00,Hong,Jie,1967.0,10.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Paint,,
679,4100,Service,"Jeremy Jacobs, Sr. & family",83.0,United States,Food service,Service,United States,False,U,M,1/21/1940 0:00,Jacobs,Jeremy,1940.0,1.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Food service,,
679,4100,Fashion & Retail,Igor Kesaev,56.0,Russia,"Tobacco distribution, retail",Fashion & Retail,Russia,True,U,M,10/30/1966 0:00,Kesaev,Igor,1966.0,10.0,30.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,144373535.0,Tobacco distribution, retail,
679,4100,Food & Beverage,Mary Alice Dorrance Malone,73.0,United States,Campbell Soup,Food & Beverage,United States,False,U,F,2/3/1950 0:00,Malone,Mary Alice Dorrance,1950.0,2.0,3.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Campbell Soup,,
679,4100,Diversified,Joao Moreira Salles,61.0,Brazil,"Banking, minerals",Diversified,Brazil,False,U,M,1/1/1962 0:00,Moreira Salles,Joao,1962.0,1.0,1.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,212559417.0,Banking, minerals,
679,4100,Finance & Investments,Walther Moreira Salles Junior,66.0,Brazil,"Banking, minerals",Finance & Investments,Brazil,False,U,M,4/12/1956 0:00,Moreira Salles Junior,Walther,1956.0,4.0,12.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,212559417.0,Banking, minerals,
679,4100,Sports,Arturo Moreno,76.0,United States,"Billboards, Los Angeles Angels",Sports,United States,True,U,M,8/14/1946 0:00,Moreno,Arturo,1946.0,8.0,14.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Billboards, Los Angeles Angels,
679,4100,Manufacturing,Peter Spuhler,63.0,Switzerland,Train cars,Manufacturing,Switzerland,True,D,M,9/1/1959 0:00,Spuhler,Peter,1959.0,9.0,1.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,8574832.0,Train cars,,
679,4100,Real Estate,Donald Sterling,88.0,United States,Real estate,Real Estate,United States,True,U,M,4/26/1934 0:00,Sterling,Donald,1934.0,4.0,26.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Real estate,,
679,4100,Diversified,Kerry Stokes,82.0,Australia,"Construction equipment, media",Diversified,Australia,True,D,M,9/13/1940 0:00,Stokes,Kerry,1940.0,9.0,13.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,25766605.0,Construction equipment, media,
679,4100,Technology,Ken Xie,60.0,United States,Cybersecurity,Technology,United States,True,D,M,1/26/1963 0:00,Xie,Ken,1963.0,1.0,26.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Cybersecurity,,
679,4100,Healthcare,Liangzhi Xie & family,57.0,China,Biotech,Healthcare,China,True,D,M,1/1/1966 0:00,Xie,Liangzhi,1966.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Biotech,,
699,4000,Energy,Sid Bass,80.0,United States,"Oil, investments",Energy,United States,False,U,M,4/9/1942 0:00,Bass,Sid,1942.0,4.0,9.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Oil, investments,
699,4000,Technology,Ben Chestnut,48.0,United States,Email marketing,Technology,United States,True,D,M,6/15/1974 0:00,Chestnut,Ben,1974.0,6.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Email marketing,,
699,4000,Food & Beverage,Elisabeth DeLuca & family,75.0,United States,Subway,Food & Beverage,United States,False,N,F,7/25/1947 0:00,DeLuca,Elisabeth,1947.0,7.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Subway,,
